BeatId OldSortKey PlannedNewSortKey
019EC977-E2E7-7F57-AC70-D5544EC89185 52300.0 8968.0
019EC977-F568-7704-976B-60AC4A27F2A1 52400.0 8970.0
019EC978-0D0A-7EBC-814B-113DC29C0304 52500.0 8972.0
019EC978-226A-785F-B289-F135B9E42E7B 52600.0 8974.0
019EC978-3E54-7A67-97AC-38E9206383DE 52700.0 8976.0
019EC978-541A-748D-91BB-87C48C348398 52800.0 8978.0
019EC978-6B32-7BD0-AD3D-CDA1B4393E87 52900.0 8980.0

(40 rows affected)
BeatId OldSortKey PlannedNewSortKey
------ ---------- -----------------
019EC976-867C-7251-BF53-3854033AB103 53000.0 17802.0
019EC976-A392-7A46-B4AC-64E5B109A615 53100.0 17804.0
019EC976-CA04-7CCC-A090-E2BCCDDCDEDB 53200.0 17806.0
019EC976-D7DF-76CB-825A-6861E3CF9992 53300.0 17808.0
019EC976-EF25-742A-B7AA-CB94C736099E 53400.0 17810.0
019EC976-FFE5-718A-8D04-1EE30D44B351 53500.0 17812.0
019EC977-17BE-7714-90AF-7EEC20892212 53600.0 17814.0
019EC977-3733-77CE-BE30-95E95C52B84A 53700.0 17816.0
019EC977-4B65-7595-AA2A-D1E2D70D49BD 53800.0 17818.0
019EC977-5515-75C1-8EB5-2D354973D3E8 53900.0 17820.0
019EC977-6921-7D8C-9884-34F55ACF8C43 54000.0 17822.0
019EC977-77BF-7DFD-8D26-DBA7379E7D27 54100.0 17824.0
019EC977-9414-7D92-BF32-17B4EAEA22BC 54200.0 17826.0
019EC977-A82C-75CD-B8D3-C9D9251901AC 54300.0 17828.0
019EC977-C39E-7FE5-A516-1C70744654E4 54400.0 17830.0
019EC977-DA07-76FE-8F61-9D2F04B0804B 54500.0 17832.0
019EC977-F377-7C94-BA22-E65ED4193F0E 54600.0 17834.0
019EC978-0DB9-7635-A7BC-79248956A372 54700.0 17836.0
019EC978-21E3-72A4-81BC-52C83CF58696 54800.0 17838.0
019EC978-3DE5-723D-B80D-E66F5A156E1E 54900.0 17840.0
019EC978-58D2-7F53-B2A9-49D07374ED44 55000.0 17842.0
019EC978-6921-7941-9FD9-EB1EFB14102C 55100.0 17844.0
019EC978-74D4-7CAC-B049-764CA0D33EDB 55200.0 17846.0
019EC978-8B4B-7BF7-B93A-28E4E5F71A47 55300.0 17848.0
019EC978-A340-7025-8BF6-ABD96204329A 55400.0 17850.0
019EC978-AD57-7B90-8DBE-777C7134A818 55500.0 17852.0
019EC978-C600-7B11-BFCE-52F33A591C73 55600.0 17854.0
019EC978-CFDE-71B1-802A-5C4936F9262F 55700.0 17856.0
019EC978-EBE5-7295-86FC-C719109928A6 55800.0 17858.0
019EC979-03E7-769B-AFB6-E32953E86EE3 55900.0 17860.0
019EC979-1964-701D-ACE4-7D68ACFAF1B5 56000.0 17862.0
019EC979-3A6B-752F-B1DD-163A37513704 56100.0 17864.0
019EC979-4A7B-7353-A9CF-9996CB25024E 56200.0 17866.0
019EC979-75DE-7A5B-8D08-D91584FB8707 56300.0 17868.0
019EC979-7F36-7CFB-875E-5197F39D1DF4 56400.0 17870.0
019EC979-8B02-7A9F-8A7D-82A97CC4FD60 56500.0 17872.0
019EC979-A549-7865-B67A-6B596A804853 56600.0 17874.0
019EC979-C648-7E93-9D15-A96327E4D050 56700.0 17876.0

(38 rows affected)
BeatId OldSortKey PlannedNewSortKey
------ ---------- -----------------
019F21AF-2A9E-72DB-8DF6-B0F209CF9F9E 22550.0 42600.0

(1 rows affected)
